Park_Code,Park_Name,IM_Network,CASC_Region,State,TSN,Order,Family,Scientific_Name,Common_Names,Verified_Date,Park_Occurrence_Status,Notes,Verified_Source,Year_of_Last_Record,Park_Synonyms,NPSpecies_Occurrence,NPSpecies_OccTag,Abundance,Nativeness,GRank,SRank,IUCNRank
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173520,Anura,Hylidae,Acris crepitans,"Northern Cricket Frog, Eastern Cricket Frog",2020-09-08,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,Acris crepitans crepitans,Present,NA,Common,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,208204,Caudata,Ambystomatidae,Ambystoma barbouri,Streamside Salamander,2020-09-08,Adjacent,NA,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,Not In Park,Adjacent,NA,Native,G4,KY: S4,NT
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173598,Caudata,Ambystomatidae,Ambystoma jeffersonianum,Jefferson Salamander,2020-09-08,Adjacent,Expected but not observed,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,Unconfirmed,NA,NA,Native,G4,KY: S4,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173590,Caudata,Ambystomatidae,Ambystoma maculatum,Spotted Salamander,2020-09-08,Adjacent,Expected but not observed,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,Unconfirmed,NA,NA,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173591,Caudata,Ambystomatidae,Ambystoma opacum,Marbled Salamander,2020-09-08,Adjacent,NA,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,Not In Park,Adjacent,NA,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173592,Caudata,Ambystomatidae,Ambystoma tigrinum,Eastern Tiger Salamander,2020-09-08,Present,NA,https://www.nps.gov/abli/learn/nature/amphibian-list.htm,NA,NA,Present,NA,Unknown,Native,G5,KY: S4,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,773511,Anura,Bufonidae,Anaxyrus americanus,American Toad,2020-09-08,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,Bufo americanus,Present,NA,Uncommon,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,773520,Anura,Bufonidae,Anaxyrus fowleri,Fowler's Toad,2020-09-08,Adjacent,Observed within a few miles of the park unit,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,Bufo fowleri,Probably Present,NA,NA,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173587,Caudata,Cryptobranchidae,Cryptobranchus alleganiensis,"Hellbender, Eastern Hellbender",2020-09-08,Historical,Added manually; the 2007 I&M report used as the verified source mentions this species; species not reported on NPSpecies or park website as of 2023; maybe absent due to lack of suitable habitat i.e. no bigger rivers; doubtful species is present as of 2023 based on pers. comm. with Matt Niemiller,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,NA,NA,NA,Native,G3,KY: SNR,VU
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173633,Caudata,Plethodontidae,Desmognathus fuscus,"Dusky Salamander, Northern Dusky Salamander",2020-09-08,Possible,Expected but not observed.; this population would be either D. fuscus A or D. fuscus B lineage (Pyron et al. 2022) and not both lineages at this spot based on pers. comm. with Todd Pierson,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,Unconfirmed,NA,NA,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,550246,Caudata,Plethodontidae,Eurycea cirrigera,Southern Two-lined Salamander,2020-09-08,Present,"These populations are Lineage D  and will eventually be recognized as a NEW SPECIES that is different than E. cirrigera from Alabama, Georgia, etc. based on pers. comm. with Todd Pierson, David Beamer, Alex Pyron, Kozak 2006 and Pierson 2019",https://www.nps.gov/abli/learn/nature/amphibian-list.htm,NA,NA,Present,NA,Common,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173687,Caudata,Plethodontidae,Eurycea longicauda,Long-tailed Salamander,2020-09-08,Present,NA,https://www.nps.gov/abli/learn/nature/amphibian-list.htm,NA,NA,Present,NA,Common,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173691,Caudata,Plethodontidae,Eurycea lucifuga,Cave Salamander,2024-11-05,Present,Verified Photo on iNaturalist by Matthew Niemiller!,https://www.inaturalist.org/observations/215297196,2024,NA,Unconfirmed,NA,NA,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173467,Anura,Microhylidae,Gastrophryne carolinensis,Eastern Narrow-mouthed Toad,2020-09-08,Possible,"Known to be in the area, but no references found near ALBI as of 2023",https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,Unconfirmed,NA,NA,Native,G5,KY: S4,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173678,Caudata,Plethodontidae,Hemidactylium scutatum,Four-toed Salamander,2020-09-08,Possible,Added manually; the 2007 I&M report used as the verified source mentions this species but it is not reported on NPSpecies or the website,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,NA,NA,NA,Native,G5,KY: S4,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173502,Anura,Hylidae,Hyla chrysoscelis,Cope's Gray Treefrog,2020-09-08,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,Hyla chrysoscelis,Present,NA,Unknown,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,775084,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,2020-09-08,Present,Not on website; the 2007 I&M report used as the verified source mentions this species,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,Rana catesbeiana,Present,NA,Uncommon,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,775087,Anura,Ranidae,Lithobates clamitans,"Green Frog, Northern Green Frog",2020-09-08,Present,NA,https://www.nps.gov/abli/learn/nature/amphibian-list.htm,NA,Rana clamitans,Present,NA,Common,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,775107,Anura,Ranidae,Lithobates palustris,Pickerel Frog,2020-09-08,Present,NA,https://www.nps.gov/abli/learn/nature/amphibian-list.htm,NA,Rana palustris,Present,NA,Uncommon,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,775116,Anura,Ranidae,Lithobates sphenocephalus,Southern Leopard Frog,2020-09-08,Present,NA,https://www.nps.gov/abli/learn/nature/amphibian-list.htm,NA,Rana sphenocephala,Present,NA,Common,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,775117,Anura,Ranidae,Lithobates sylvaticus,Wood Frog,2020-09-08,Present,NA,https://www.nps.gov/abli/learn/nature/amphibian-list.htm,NA,Rana sylvatica,Present,NA,Unknown,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173630,Caudata,Proteidae,Necturus maculosus,Mudpuppy,2020-09-08,Present,Added manually; addition of record based on website data but not reported on NPSpecies or the IRMA 2007 Report; maybe absent due to lack of suitable habitat and no bigger rivers,https://www.nps.gov/abli/learn/nature/amphibian-list.htm,NA,NA,NA,NA,NA,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173615,Caudata,Salamandridae,Notophthalmus viridescens,"Eastern Newt, Red-spotted Newt",2020-09-08,Present,Not on website; the 2007 I&M report used as the verified source mentions this species,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,Present,NA,Common,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173650,Caudata,Plethodontidae,Plethodon glutinosus,"Slimy Salamander, Northern Slimy Salamander",2020-09-08,Present,NA,https://www.nps.gov/abli/learn/nature/amphibian-list.htm,NA,NA,Present,NA,Common,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,668324,Caudata,Plethodontidae,Plethodon ventralis,Southern Zig-zag Salamander,2023-08-02,Present,NA,https://www.nps.gov/abli/learn/nature/amphibian-list.htm,NA,NA,Present,NA,Unknown,Native,G4,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,207303,Anura,Hylidae,Pseudacris crucifer,Spring Peeper,2020-09-08,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,Present,NA,Unknown,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,207307,Anura,Hylidae,Pseudacris feriarum,"Upland Chorus Frog, Southeastern Chorus Frog",2020-09-08,Adjacent,NA,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,Pseudacris triseriata feriarum,Not In Park,Adjacent,NA,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173682,Caudata,Plethodontidae,Pseudotriton montanus,"Mud Salamander, Eastern Mud Salamander",2023-05-28,Possible,The deepest split in mud salamanders in David Beamer's genomic dataset for Pseudotriton is between diastictus and everything else and P. diastictus will ultimately be the species name for this record,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,Pseudotriton montanus diastictus,Unconfirmed,NA,NA,Native,G5,KY: S3,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173680,Caudata,Plethodontidae,Pseudotriton ruber,"Red Salamander, Northern Red Salamander",2020-09-08,Adjacent,Expected but not observed,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,Unconfirmed,NA,NA,Native,G5,KY: S5,LC
ABLI,Abraham Lincoln Birthplace National Historical Park,CUPN,NE,KY,173426,Anura,Scaphiopodidae,Scaphiopus holbrookii,Eastern Spadefoot,2020-09-08,Adjacent,Observed within a few miles of the park,https://irma.nps.gov/DataStore/DownloadFile/420948,NA,NA,Unconfirmed,NA,NA,Native,G5,KY: S4,LC
ACAD,Acadia National Park,NETN,NE,ME,173599,Caudata,Ambystomatidae,Ambystoma laterale,Blue-spotted Salamander,2020-09-08,Possible,Observed nearby,https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1028&context=aes_bulletin,NA,NA,Unconfirmed,NA,NA,Native,G5,ME: S4,LC
ACAD,Acadia National Park,NETN,NE,ME,173590,Caudata,Ambystomatidae,Ambystoma maculatum,Spotted Salamander,2020-09-08,Present,NA,https://digitalcommons.library.umaine.edu/etd/384/,NA,NA,Present,NA,Common,Native,G5,ME: S5,LC
ACAD,Acadia National Park,NETN,NE,ME,773511,Anura,Bufonidae,Anaxyrus americanus,American Toad,2020-09-08,Present,NA,https://digitalcommons.library.umaine.edu/etd/384/,NA,Bufo americanus,Present,NA,Uncommon,Native,G5,ME: S5,LC
ACAD,Acadia National Park,NETN,NE,ME,173633,Caudata,Plethodontidae,Desmognathus fuscus,"Dusky Salamander, Northern Dusky Salamander",2020-09-08,Present,This population is the D. fuscus B1 lineage,https://harvardforest1.fas.harvard.edu/sites/harvardforest.fas.harvard.edu/files/publications/pdfs/Bank_BioConservation_2009.pdf,NA,NA,Present,NA,Common,Native,G5,ME: S5,LC
ACAD,Acadia National Park,NETN,NE,ME,173685,Caudata,Plethodontidae,Eurycea bislineata,"Two-lined Salamander, Northern Two-lined Salamander",2020-09-08,Present,"The verified source is a graduate thesis and mentions this species as well as Hunter, Calhoun, and McCollough. 1999. Maine Amphibians and Reptiles; This population is E. bislineata lineage B which will remain as E. bislineata",https://digitalcommons.library.umaine.edu/etd/384/,NA,NA,Present,NA,Common,Native,G5,ME: S5,LC
ACAD,Acadia National Park,NETN,NE,ME,173678,Caudata,Plethodontidae,Hemidactylium scutatum,Four-toed Salamander,2020-09-08,Present,NA,https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1392&context=etd,NA,NA,Present,NA,Common,Native,G5,ME: S3,LC
ACAD,Acadia National Park,NETN,NE,ME,173503,Anura,Hylidae,Hyla versicolor,Gray Treefrog,2020-09-08,Historical,Species has a historic presence in the park but has not been observed recently,https://digitalcommons.library.umaine.edu/etd/384/,NA,Hyla versicolor,Not In Park,Historical,NA,Native,G5,ME: S4,LC
ACAD,Acadia National Park,NETN,NE,ME,775084,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,2020-09-08,Present,NA,https://digitalcommons.library.umaine.edu/etd/384/,NA,Rana catesbeiana,Present,NA,Common,Native,G5,ME: S5,LC
ACAD,Acadia National Park,NETN,NE,ME,775087,Anura,Ranidae,Lithobates clamitans,"Green Frog, Northern Green Frog",2020-09-08,Present,NA,https://digitalcommons.library.umaine.edu/etd/384/,NA,Rana clamitans,Present,NA,Common,Native,G5,ME: S5,LC
ACAD,Acadia National Park,NETN,NE,ME,775107,Anura,Ranidae,Lithobates palustris,Pickerel Frog,2020-09-08,Present,NA,https://digitalcommons.library.umaine.edu/etd/384/,NA,Rana palustris,Present,NA,Abundant,Native,G5,ME: S5,LC
ACAD,Acadia National Park,NETN,NE,ME,775108,Anura,Ranidae,Lithobates pipiens,Northern Leopard Frog,2020-09-08,Historical,Species has a historic presence in the park but has not been observed recently,https://digitalcommons.library.umaine.edu/etd/384/,NA,Rana pipiens,Not In Park,Historical,NA,Native,G5,ME: S3,LC
ACAD,Acadia National Park,NETN,NE,ME,775117,Anura,Ranidae,Lithobates sylvaticus,Wood Frog,2020-09-08,Present,NA,https://digitalcommons.library.umaine.edu/etd/384/,NA,Rana sylvatica,Present,NA,Common,Native,G5,ME: S5,LC
ACAD,Acadia National Park,NETN,NE,ME,173615,Caudata,Salamandridae,Notophthalmus viridescens,"Eastern Newt, Red-spotted Newt",2020-09-08,Present,NA,https://digitalcommons.library.umaine.edu/etd/384/,NA,NA,Present,NA,Uncommon,Native,G5,ME: S5,LC
ACAD,Acadia National Park,NETN,NE,ME,173649,Caudata,Plethodontidae,Plethodon cinereus,"Red-backed Salamander, Eastern Red-backed Salamander",2020-09-08,Present,This is the P. cinearus Northern Clade (Radomski et al 2020),https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=1028&context=aes_bulletin,NA,NA,Not In Park,Historical,NA,Native,G5,ME: S5,LC
ACAD,Acadia National Park,NETN,NE,ME,207303,Anura,Hylidae,Pseudacris crucifer,Spring Peeper,2020-09-08,Present,NA,https://digitalcommons.library.umaine.edu/etd/384/,NA,NA,Present,NA,Abundant,Native,G5,ME: S5,LC
ADAM,Adams National Historical Park,NETN,NE,MA,775084,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,2024-01-21,Adjacent,USGS NAS 2024-01-01; Established population as of 2005 ,2005 USFWS webpage titled National Wildlife Refuge System Invasive Species.,2005,NA,NA,NA,NA,Non-native,G5,Exotic,LC
ADAM,Adams National Historical Park,NETN,NE,MA,173538,Anura,Hylidae,Osteopilus septentrionalis,Cuban Treefrog,2024-01-21,Adjacent,USGS NAS 2024-01-01; Three records from 2019-2022,https://www.inaturalist.org/observations/105576607; https://www.inaturalist.org/observations/128751884,2022,NA,NA,NA,NA,Non-native,G5,Exotic,LC
AFBG,African Burial Ground National Monument,NCBN,NE,NY,173538,Anura,Hylidae,Osteopilus septentrionalis,Cuban Treefrog,2024-01-21,Adjacent,USGS NAS 2024-01-01,https://www.inaturalist.org/observations/87345607; https://www.inaturalist.org/observations/103120168; https://www.inaturalist.org/observations/54861466,2021,NA,NA,NA,NA,Non-native,G5,Exotic,LC
AGFO,Agate Fossil Beds National Monument,NGPN,NC,NE,668193,Caudata,Ambystomatidae,Ambystoma mavortium,"Barred Tiger Salamander, Western Tiger Salamander",2020-09-08,Present,Changed from A. tigrinum to A. mavortium to reflect species range,https://www.nps.gov/agfo/learn/nature/amphibians.htm,NA,Ambystoma tigrinum mavortium,Present,NA,Unknown,Native,G5,NE: S5,LC
AGFO,Agate Fossil Beds National Monument,NGPN,NC,NE,773516,Anura,Bufonidae,Anaxyrus cognatus,Great Plains Toad,2020-09-08,Possible,Species has been observed nearby,https://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1356&=&context=conservationsurvey&=&sei-redir=1&referer=https%253A%252F%252Fscholar.google.com%252Fscholar%253Fhl%253Den%2526as_sdt%253D0%25252C5%2526q%253Dbufo%252Bcognatus%252Bagate%252Bfossil%2526btnG%253D#search=%22bufo%20cognatus%20agate%20fossil%22,NA,Bufo cognatus,Probably Present,NA,NA,Native,G5,NE: S5,LC
AGFO,Agate Fossil Beds National Monument,NGPN,NC,NE,773532,Anura,Bufonidae,Anaxyrus woodhousii,Woodhouse's Toad,2020-09-08,Present,NA,https://www.nps.gov/agfo/learn/nature/amphibians.htm,NA,Bufo woodhousii,Present,NA,Abundant,Native,G5,NE: S5,LC
AGFO,Agate Fossil Beds National Monument,NGPN,NC,NE,775084,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,2020-09-08,Present,NA,http://www.npshistory.com/publications/agfo/faunal-survey.pdf,NA,Rana catesbeiana,Present,NA,Unknown,Native,G5,NE: S5,LC
AGFO,Agate Fossil Beds National Monument,NGPN,NC,NE,775108,Anura,Ranidae,Lithobates pipiens,Northern Leopard Frog,2020-09-08,Present,NA,http://www.npshistory.com/publications/agfo/faunal-survey.pdf,NA,Rana pipiens,Present,NA,Unknown,Native,G5,NE: S3,LC
AGFO,Agate Fossil Beds National Monument,NGPN,NC,NE,207312,Anura,Hylidae,Pseudacris maculata,Boreal Chorus Frog,2020-09-08,Present,Changed from P. triseriata to P. maculata to reflect species range,https://www.nps.gov/agfo/learn/nature/amphibians.htm,NA,Pseudacris triseriata,Unconfirmed,NA,NA,Native,G5,NE: S5,LC
AGFO,Agate Fossil Beds National Monument,NGPN,NC,NE,206989,Anura,Scaphiopodidae,Spea bombifrons,Plains Spadefoot,2020-09-08,Adjacent,Species has been observed nearby,http://arctos.database.museum/guid/UCM:Herp:57357?seid=2489889,NA,NA,Probably Present,NA,NA,Native,G5,NE: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,774220,Anura,Hylidae,Acris blanchardi,Blanchard's Cricket Frog,2021-02-26,Adjacent,Species has not been detected in the park unit,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,Acris crepitans blanchardi,Unconfirmed,NA,NA,Native,G5,TX: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,668193,Caudata,Ambystomatidae,Ambystoma mavortium,"Barred Tiger Salamander, Western Tiger Salamander",2021-02-26,Adjacent,"No species records within the park unit, but some observations nearby",https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,Ambystoma tigrinum mavortium,Unconfirmed,NA,NA,Native,G5,TX: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,773516,Anura,Bufonidae,Anaxyrus cognatus,Great Plains Toad,2021-02-26,Possible,Rare historical observations,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,Bufo cognatus,Unconfirmed,NA,NA,Native,G5,TX: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,773518,Anura,Bufonidae,Anaxyrus debilis,"Green Toad, Chihuahuan Green Toad, Eastern Green Toad",2021-02-26,Possible,NA,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,Bufo debilis,Unconfirmed,NA,NA,Native,G5,TX: S4,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,773527,Anura,Bufonidae,Anaxyrus punctatus,Red-Spotted Toad,2021-02-26,Present,NA,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,Bufo punctatus,Probably Present,NA,NA,Native,G5,TX: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,773530,Anura,Bufonidae,Anaxyrus speciosus,Texas Toad,2021-02-26,Historical,Species was last seen in the park in 1970,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,Bufo speciosus,Unconfirmed,NA,NA,Native,G5,TX: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,773532,Anura,Bufonidae,Anaxyrus woodhousii,Woodhouse's Toad,2021-02-26,Present,NA,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,"Bufo woodhousii, Bufo woodhousii woodhousii",Present,NA,Common,Native,G5,TX: SNR,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,775080,Anura,Ranidae,Lithobates blairi,Plains Leopard Frog,2021-02-26,Adjacent,Detected nearby,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,Rana blairi,Unconfirmed,NA,NA,Native,G5,TX: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,775084,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,2021-02-26,Adjacent,Detected nearby,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,Rana catesbeiana,Unconfirmed,NA,NA,Native,G5,TX: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,173529,Anura,Hylidae,Pseudacris clarkii,Spotted Chorus Frog,2021-02-26,Adjacent,Species observed within a few kilometers of this park unit,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,NA,Unconfirmed,NA,NA,Native,G5,TX: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,173429,Anura,Scaphiopodidae,Scaphiopus couchii,Couch's Spadefoot,2021-02-26,Present,NA,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,NA,Probably Present,NA,NA,Native,G5,TX: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,206989,Anura,Scaphiopodidae,Spea bombifrons,Plains Spadefoot,2021-02-26,Adjacent,"Detected nearby, but very rarely",https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,NA,Probably Present,NA,NA,Native,G5,TX: S5,LC
ALFL,Alibates Flint Quarries National Monument,SOPN,SC,TX,206993,Anura,Scaphiopodidae,Spea multiplicata,Mexican Spadefoot,2021-02-26,Adjacent,Species observed within a few kilometers of this park unit,https://www.depts.ttu.edu/nsrl/publications/downloads/OP274.pdf,NA,NA,Unconfirmed,NA,NA,Native,G5,TX: S5,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,173598,Caudata,Ambystomatidae,Ambystoma jeffersonianum,Jefferson Salamander,2021-02-26,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,NA,Present,NA,Occasional,Native,G4,PA: S3S4,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,173590,Caudata,Ambystomatidae,Ambystoma maculatum,Spotted Salamander,2021-02-26,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,NA,Present,NA,Rare,Native,G5,PA: S5,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,173591,Caudata,Ambystomatidae,Ambystoma opacum,Marbled Salamander,2021-02-26,Possible,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,NA,Probably Present,NA,NA,Native,G5,PA: S3S4,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,773511,Anura,Bufonidae,Anaxyrus americanus,American Toad,2021-02-26,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,Bufo americanus,Present,NA,Uncommon,Native,G5,PA: S5,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,773520,Anura,Bufonidae,Anaxyrus fowleri,Fowler's Toad,2021-02-26,Possible,Added manually; species mentioned in the I&M report used as the verified source,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,Bufo fowleri,NA,NA,NA,Native,G5,PA: S3S4,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,173633,Caudata,Plethodontidae,Desmognathus fuscus,"Dusky Salamander, Northern Dusky Salamander",2021-02-26,Present,This population is the D. fuscus B1 lineage,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,NA,Present,NA,Uncommon,Native,G5,PA: S5,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,173641,Caudata,Plethodontidae,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,2021-02-26,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,NA,Present,NA,Abundant,Native,G5,PA: S3,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,173685,Caudata,Plethodontidae,Eurycea bislineata,"Two-lined Salamander, Northern Two-lined Salamander",2021-02-26,Present,This population is E. bislineata lineage B which will remain as E. bislineata,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,NA,Present,NA,Common,Native,G5,PA: S5,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,173687,Caudata,Plethodontidae,Eurycea longicauda,Long-tailed Salamander,2021-02-26,Possible,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,NA,Unconfirmed,NA,NA,Native,G5,PA: S5,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,173715,Caudata,Plethodontidae,Gyrinophilus porphyriticus,"Spring Salamander, Northern Spring Salamander",2021-02-26,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,NA,Present,NA,Uncommon,Native,G5,PA: S5,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,173678,Caudata,Plethodontidae,Hemidactylium scutatum,Four-toed Salamander,2021-02-26,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,NA,Present,NA,Occasional,Native,G5,PA: S4,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,173503,Anura,Hylidae,Hyla versicolor,Gray Treefrog,2021-02-26,Possible,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,Hyla versicolor,Unconfirmed,NA,NA,Native,G5,PA: S4,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,775084,Anura,Ranidae,Lithobates catesbeianus,American Bullfrog,2021-02-26,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,Rana catesbeiana,Present,NA,Rare,Native,G5,PA: S5,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,775087,Anura,Ranidae,Lithobates clamitans,"Green Frog, Northern Green Frog",2021-02-26,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,Rana clamitans,Present,NA,Uncommon,Native,G5,PA: S5,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,775107,Anura,Ranidae,Lithobates palustris,Pickerel Frog,2021-02-26,Present,NA,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,Rana palustris,Present,NA,Rare,Native,G5,PA: S5,LC
ALPO,Allegheny Portage Railroad National Historic Site,ERMN,NE,PA,775108,Anura,Ranidae,Lithobates pipiens,Northern Leopard Frog,2021-02-26,Possible,Added manually; species mentioned in the I&M report used as the verified source,https://irma.nps.gov/DataStore/DownloadFile/148189,NA,Rana pipeins,NA,NA,NA,Native,G5,PA: S2,LC
